기업명,CSR Hub ID,기부금 순위,제안 우선도,회사 간단 소개,업종,법인유형,소재지,직원수(2025),"매출액(2025, 억원)",2022 기부금(백만원),2023 기부금(백만원),2024 기부금(백만원),2025 기부금(백만원),"2026 기부금(백만원, 7/1 기준)",22~25 연평균(백만원),"22~26 단순평균(백만원, 26 부분)",기준 충족 연도 수(22~25),주요 사업 분야,주요 공개사업(최대 3개),공개 주요사업 수,교육 연관사업 수,교육사업 비중,KMA 연관 분야,주요 교육사업(최대 3개),KMA와의 접점,사업정보 참고,홈페이지,지속가능보고서,CSR Hub 상세 URL,연락처 및 접근 경로
에이피알,1325,159,D,"화장품 제조업 기업, 유가증권시장, 서울특별시 송파구 소재, 2025년 매출 약 1.5조원, 직원 657명.",화장품 제조업,유가증권시장,"서울특별시 송파구 올림픽로 300 36층(신천동, 롯데월드타워앤드롯데월드몰)",657,"15,273.40",0,0,0,881.4,0,220.3,176.3,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://apr-in.com/,,https://csrhub.chest.or.kr/contributors/private/1325,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://apr-in.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
에스케이렌터카,892,160,A,"자동차 임대업 기업, 기타법인, 충청남도 천안시 소재, 2025년 매출 약 1.6조원, 직원 625명.",자동차 임대업,기타법인,충청남도 천안시 동남구 유량로 75 (구성동),625,"15,583.70",871.8,0,0,0,0,217.9,174.4,1,교육자립지원(2) / 기초생계지원(1) / 문화정보격차해소(1),치매노인 및 발달장애인 실종예방을 위한 배회감지기 보급지원 사업 '행복GPS' / 전국 발달장애인 음악활동 지원사업 「GREAT MUSIC FESTIVAL」 / 장애청소년 행복 AI 코딩 챌린지 대회 배분신청서,6,3,50.00%,교육격차·취약계층 / 디지털·AI 교육 / 청소년·청년 교육 / 환경·안전·문화 교육,"장애청소년 행복 AI 코딩 챌린지 대회 배분신청서 / 청소년 행복AI코딩스쿨 / 베트남 짜빈성 기후위기 대응과 지역구성원들의 기후환경의식 및 삶의 질 개선을 위한 교육 지원 및 맹그로브 조림사업 ""지구 온난화 대응을 위한 맹그로브 숲 복원사업""","AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,https://company.skcarrental.com/,https://company.skcarrental.com/kr/esg/reports_policies.html,https://csrhub.chest.or.kr/contributors/private/892,우선: 행복나눔재단 02-333-3963 / https://skhappiness.org/contact/ | 접근: 교육·사회혁신 제안은 재단 문의 후 실제 사업 귀속 계열사 담당 연결 요청 | 기업 홈페이지: https://company.skcarrental.com/
경남은행,471,161,B,"국내은행 기업, 기타법인, 경상남도 창원시 소재, 직원 2,231명.",국내은행,기타법인,경상남도 창원시 마산회원구 3.15대로 642 경남은행본점 경남은행본점,"2,231",,107.4,404.9,137,218,3,216.8,174.1,4,문화정보격차해소(2) / 교육자립지원(1),2024년 *********** 『꿈모아 페스티벌』*** 후원 / 경남장애인거주시설 '2023 산청세계전통의약항노화엑스포' 티켓 나눔 / 건강장애 및 요보호학생 원격수업 교재 지원을 통한 학습지원 사업,3,1,33.30%,교육격차·취약계층 / 청소년·청년 교육,건강장애 및 요보호학생 원격수업 교재 지원을 통한 학습지원 사업,"청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.knbank.co.kr/,https://www.knbank.co.kr/ib20/mnu/FSTBLD010101000#none,https://csrhub.chest.or.kr/contributors/private/471,기본: 경남은행 공식 홈페이지 https://www.knbank.co.kr/ / 그룹 https://www.bnkfg.com/ | 접근: 고객센터·대표문의에서 지역사회공헌/ESG 담당 연결 요청 | 기업 홈페이지: http://www.knbank.co.kr/
코웨이,92,162,D,"그 외 기타 개인 서비스업 기업, 유가증권시장, 충청남도 공주시 소재, 2025년 매출 약 5.0조원, 직원 6,352명.",그 외 기타 개인 서비스업,유가증권시장,충청남도 공주시 유구읍 유구마곡사로 136-23,"6,352","49,635.70",695.2,135.5,10.8,20.9,138.9,215.6,200.3,2,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://company.coway.com/,https://sustainability.coway.co.kr/itc/appendix/reportDownload?menuId=78,https://csrhub.chest.or.kr/contributors/private/92,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://company.coway.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
더존비즈온,351,163,C,"컴퓨터시설 관리업 기업, 유가증권시장, 강원도 춘천시 소재, 2025년 매출 약 4,463억원, 직원 1,818명.",컴퓨터시설 관리업,유가증권시장,강원도 춘천시 남산면 버들1길 130,"1,818","4,463.00",285,148,204,210,0,211.8,169.4,4,기초생계지원(1) / 보건의료지원(1) / 주거안전지원(1),"복지사각지대에 있는 남산면 청장년층의 의료비 지원 및 건강증진을 위한 저소득층 의치 지원사업 / 저소득 가정에 반찬을 전달하며 안부 확인 ""찾아가는 이웃돌봄 반찬 나눔"" / 1인 중장년가구 복지상담 및 지원",3,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.douzone.com/,http://www.douzone.com/management/esg.jsp,https://csrhub.chest.or.kr/contributors/private/351,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.douzone.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
에스제이그룹,1177,164,D,"가방 및 기타 보호용 케이스 제조업 기업, 코스닥시장, 서울특별시 강남구 소재, 2025년 매출 약 1,634억원, 직원 218명.",가방 및 기타 보호용 케이스 제조업,코스닥시장,서울특별시 강남구 도곡로 156 SJ빌딩,218,"1,634.10",114.7,219.3,137.1,365.3,0,209.1,167.3,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.sj-group.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1177,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.sj-group.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
KB자산운용,206,165,B,"신탁업 및 집합 투자업 기업, 기타법인, 서울특별시 영등포구 소재, 직원 0명.",신탁업 및 집합 투자업,기타법인,"서울특별시 영등포구 국제금융로 10 41층(여의도동, 쓰리아이에프씨)",0,,158.6,261.1,223.1,191.6,0,208.6,166.9,4,기초생계지원(4) / 교육자립지원(1) / 심리정서지원(1),"아동양육시설 아동의 교육적 역량과 자립역량강화를 위한 학습, 자립지원 프로그램(취약계층 아동 및 자립준비청년 희망드림 프로젝트) / ***과 함께하는 발달장애 아동 성장과 자립지원 사업 ‘발달장애아동 밸류업 프로젝트’ / 전통시장X취약계층 어르신 상생 프로젝트",6,1,16.70%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육,"아동양육시설 아동의 교육적 역량과 자립역량강화를 위한 학습, 자립지원 프로그램(취약계층 아동 및 자립준비청년 희망드림 프로젝트)","청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.kbam.co.kr/,https://www.kbam.co.kr/esg/list/01,https://csrhub.chest.or.kr/contributors/private/206,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.kbam.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
제일기획,114,166,A,"광고 대행업 기업, 유가증권시장, 서울특별시 용산구 소재, 2025년 매출 약 4.5조원, 직원 1,511명.",광고 대행업,유가증권시장,서울특별시 용산구 이태원로 222 제일기획,"1,511","45,468.90",75.8,259,255,243,0,208.2,166.6,4,교육자립지원(6) / 심리정서지원(3) / 보건의료지원(2),미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 취약계층 건강 증진을 위한 의료비 지원 사업 '희망진료센터' / 명절맞이 취약계층 및 사회복지시설 물품지원 사업,14,8,57.10%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 시니어 디지털 역량 강화 및 활용을 위한 「삼성 시니어 디지털 아카데미」 / 삼성전자와 함께하는 자립준비청년 취업지원사업 ‘희망디딤돌 2.0’,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 20개 기업에 공통 표시됨(그룹 사업 가능성),http://www.cheil.co.kr/,http://www.cheil.co.kr/hq/sustainability,https://csrhub.chest.or.kr/contributors/private/114,우선: 삼성 CSR 공식 채널 https://csr.samsung.com/ko/ | 접근: 해당 계열사 대표전화·공식 문의에서 ‘사회공헌/ESG/대외협력 담당’ 연결 요청(공개된 공통 CSR 직통 연락처는 미확인) | 기업 홈페이지: http://www.cheil.co.kr/
현대제철,10,167,C,"제철, 제강 및 합금철 제조업 기업, 유가증권시장, 인천광역시 동구 소재, 2025년 매출 약 22.7조원, 직원 11,694명.","제철, 제강 및 합금철 제조업",유가증권시장,인천광역시 동구 중봉대로 63,"11,694","227,332.40",184.6,263.8,195.2,185.4,50.5,207.3,175.9,4,주거안전지원(2),*** 지정기탁사업 'H형 빛나는 도로(도로교통사업)지원/교통약자지원 / 동구 밝안심길 환경개선 사업,2,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.hyundai-steel.com/,https://esg.hyundai-steel.com/2022/front/main/main.do,https://csrhub.chest.or.kr/contributors/private/10,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hyundai-steel.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
넥스틴,288,168,B,"반도체 제조용 기계 제조업 기업, 코스닥시장, 경기도 화성시 소재, 2025년 매출 약 669억원, 직원 25명.",반도체 제조용 기계 제조업,코스닥시장,경기도 화성시 동탄산단9길 23-12,25,669.1,270,353.8,91.4,110,0,206.3,165,4,교육자립지원(1) / 기초생계지원(1),"2024년 *** 고독사예방 밑반찬 배달 사업 / *** 아동, 청소년 교육비 지원사업",2,1,50.00%,청소년·청년 교육,"*** 아동, 청소년 교육비 지원사업","청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",개별 귀속 여부는 원문 기준,http://nextinsol.com/,https://nextinsol.com/ko/for-esg/,https://csrhub.chest.or.kr/contributors/private/288,기본: 031-629-2300 / http://www.nextinsol.com | 접근: 대표전화에서 ESG·사회공헌·경영지원 담당 연결 요청 | 기업 홈페이지: http://nextinsol.com/
롯데물산,171,169,A,"부동산 임대 및 공급업 기업, 기타법인, 서울특별시 송파구 소재, 2025년 매출 약 4,864억원, 직원 269명.",부동산 임대 및 공급업,기타법인,서울특별시 송파구 올림픽로 300 롯데월드타워 109~111층,269,"4,863.80",180.1,154.6,261.7,228,201.6,206.1,205.2,4,주거안전지원(2) / 교육자립지원(1) / 문화정보격차해소(1),아동 놀이 환경 개선을 위한 놀이공간 조성 사업: mom편한 놀이터 / 저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방',5,3,60.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,"저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방' / 사회문제 해결을 위한 ESG 기반 대학생 봉사활동 지원사업 ""밸유 for ESG""","청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",동일한 공개 사업 목록이 17개 기업에 공통 표시됨(그룹 사업 가능성),http://www.lottepnd.com/,https://www.lottepnd.com/csr/report.do,https://csrhub.chest.or.kr/contributors/private/171,"우선: 롯데재단 이메일 scholarship@lotte.net / https://www.lottefoundation.or.kr/ | 접근: 청소년·교육·장학형은 재단 메일, 유통·지역사업은 해당 계열사 사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.lottepnd.com/"
하림,379,170,B,"육류 가공 및 저장 처리업 기업, 코스닥시장, 전라북도 익산시 소재, 2025년 매출 약 1.4조원, 직원 2,564명.",육류 가공 및 저장 처리업,코스닥시장,전라북도 익산시 망성면 망성로 14 (주)하림,"2,564","14,400.00",329.7,226.5,200.6,65.2,2.6,205.5,164.9,3,미분류(1),"개인, 시설/기관 물품지정기탁사업",1,1,100.00%,일반 교육·역량강화,"개인, 시설/기관 물품지정기탁사업","교육과정 기획, 강사·교육생 운영, 학습관리와 성과측정",개별 귀속 여부는 원문 기준,http://-/,https://www.harim.com/main/?menu=85,https://csrhub.chest.or.kr/contributors/private/379,"기본: 063-860-2114 / 고객지원 080-254-2000(가공), 080-259-2000(신선) / https://harim.com/main/ | 효과적 경로: 문화전략팀 063-860-2222(공식 홈페이지 부서안내)로 사회공헌·환경교육 협업 문의"
달콤나라앨리스,846,171,D,"신선 식품 및 단순 가공 식품 도매업 기업, 기타법인, 부산광역시 금정구 소재, 직원 0명.",신선 식품 및 단순 가공 식품 도매업,기타법인,"부산광역시 금정구 장전온천천로 97-1 1,2층 (장전동)",0,,0,820,0,0,0,205,164,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://wgtanghulu.com/,,https://csrhub.chest.or.kr/contributors/private/846,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://wgtanghulu.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
